State,Crop,Season,Year,Area,Production,Yield,Average yield
Andaman and Nicobar Islands,Turmeric,Summer,2009,84,384,4.57,3.93
Andaman and Nicobar Islands,Turmeric,Whole Year,2005,91.7,642,14,7.86
Andaman and Nicobar Islands,Turmeric,Whole Year,2006,80.5,469.03,12.41,11.79
Andaman and Nicobar Islands,Urad,Rabi,2007,1328.41,790.93,0.6,0.55
Andaman and Nicobar Islands,Urad,Rabi,2010,1095,475,1.64,1.65
Andaman and Nicobar Islands,Urad,Rabi,2011,744.9,410.9,0.9,1.1
Andaman and Nicobar Islands,Urad,Rabi,2012,681.4,355.6,1,1.1
Andaman and Nicobar Islands,Urad,Rabi,2013,255.1,117.5,1.34,1.65
Andaman and Nicobar Islands,Urad,Rabi,2014,552.1,325.3,0.95,1.1
Andaman and Nicobar Islands,Urad,Rabi,2015,525,376,1,1.1
Andaman and Nicobar Islands,Urad,Rabi,2016,760.75,244.66,0.52,1.1
Andaman and Nicobar Islands,Urad,Rabi,2017,354.8,116.04,1.34,1.1
Andaman and Nicobar Islands,Urad,Rabi,2018,181.2,29.24,0.16,0.55
Andaman and Nicobar Islands,Urad,Rabi,2019,155.9,83.1,0.56,1.1
Andaman and Nicobar Islands,Urad,Summer,2008,1174,638,0.54,0.55
Andaman and Nicobar Islands,Urad,Summer,2009,1260,690,0.55,0.55
Andaman and Nicobar Islands,other oilseeds,Rabi,2017,0.16,0.2,1.25,1.57
Andaman and Nicobar Islands,other oilseeds,Whole Year,2000,133,55,0.41,1.57
Andaman and Nicobar Islands,other oilseeds,Whole Year,2002,85.1,40.31,0.47,1.57
Andaman and Nicobar Islands,other oilseeds,Whole Year,2003,86.29,35.81,0.5,3.14
Andaman and Nicobar Islands,other oilseeds,Whole Year,2004,90.3,46.608,0.63,3.14
Andaman and Nicobar Islands,other oilseeds,Whole Year,2005,53.55,34.2,0.64,1.57
Andaman and Nicobar Islands,other oilseeds,Whole Year,2006,59.62,36.38,1.22,3.14
Andhra Pradesh,Arecanut,Kharif,2012,581,365,4.36,7.26
Andhra Pradesh,Arecanut,Kharif,2013,476,255,3.41,4.84
Andhra Pradesh,Arecanut,Kharif,2014,483,338,3.55,4.84
Andhra Pradesh,Arecanut,Kharif,2015,516,1795,6.64,4.84
Andhra Pradesh,Arecanut,Kharif,2016,564,2367,15.65,9.68
Andhra Pradesh,Arecanut,Kharif,2017,697,4369,22.33,9.68
Andhra Pradesh,Arecanut,Kharif,2018,976,5317,12.46,7.26
Andhra Pradesh,Arecanut,Kharif,2019,1096,10418,21.76,7.26
Andhra Pradesh,Arecanut,Whole Year,2000,262,724,8.34,7.26
Andhra Pradesh,Arecanut,Whole Year,2001,268,449,5.13,7.26
Andhra Pradesh,Arecanut,Whole Year,2002,296,427,5.81,9.68
Andhra Pradesh,Arecanut,Whole Year,2003,311,221,3.52,12.1
Andhra Pradesh,Arecanut,Whole Year,2005,293,234,3.21,9.68
Andhra Pradesh,Arecanut,Whole Year,2006,255,176,2.74,9.68
Andhra Pradesh,Arecanut,Whole Year,2008,359,265,3.66,9.68
Andhra Pradesh,Arecanut,Whole Year,2009,386,198,3.42,9.68
Andhra Pradesh,Arecanut,Whole Year,2010,438,195,1.33,7.26
Andhra Pradesh,Arecanut,Whole Year,2011,561,275,0.89,4.84
Andhra Pradesh,Arhar/Tur,Kharif,1997,313900,55600,4.35,19.36
Andhra Pradesh,Arhar/Tur,Kharif,1998,390800,169100,10.16,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2000,507366,216457,9.53,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2001,414401,185620,10.23,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2002,423436,147361,7.43,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2003,513239,214657,9.33,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2004,471825,215214,10.54,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2005,494523,300636,12.2,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2006,395644,157669,9.25,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2007,463000,302000,13.35,18.48
Andhra Pradesh,Arhar/Tur,Kharif,2008,439248,199414,11.68,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2009,438392,189677,11.57,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2010,629980,261286,10.26,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2011,478657,144679,9.58,19.36
Andhra Pradesh,Arhar/Tur,Kharif,2012,480000,251000,11.76,17.6
Andhra Pradesh,Arhar/Tur,Kharif,2013,182826,102954,9.06,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2014,148980,74560,8.25,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2015,215323,128654,7.53,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2016,342883,129160,6.41,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2017,275367,116695,7.38,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2018,245675,44213,4.05,11.44
Andhra Pradesh,Arhar/Tur,Kharif,2019,237647,114451,5.72,11.44
Andhra Pradesh,Arhar/Tur,Rabi,1997,3500,1400,2.37,4.4
Andhra Pradesh,Arhar/Tur,Rabi,1998,3000,1600,5.6,7.92
Andhra Pradesh,Arhar/Tur,Rabi,2000,6098,2701,6.78,14.08
Andhra Pradesh,Arhar/Tur,Rabi,2001,5439,2706,7.35,14.08
Andhra Pradesh,Arhar/Tur,Rabi,2002,8199,3004,4.49,12.32
Andhra Pradesh,Arhar/Tur,Rabi,2003,7492,3246,6.66,14.08
Andhra Pradesh,Arhar/Tur,Rabi,2004,8452,3792,6.79,12.32
Andhra Pradesh,Arhar/Tur,Rabi,2006,5606,3174,3.9,7.92
Andhra Pradesh,Arhar/Tur,Rabi,2008,3466,1942,4.48,7.04
Andhra Pradesh,Arhar/Tur,Rabi,2009,24895,13266,10.92,18.48
Andhra Pradesh,Arhar/Tur,Rabi,2010,8123,4101,8.7,15.84
Andhra Pradesh,Arhar/Tur,Rabi,2011,2841,1409,7.74,14.96
Andhra Pradesh,Arhar/Tur,Rabi,2013,1298,1003,7.36,8.8
Andhra Pradesh,Arhar/Tur,Rabi,2014,1564,1224,7.27,8.8
Andhra Pradesh,Arhar/Tur,Rabi,2015,4995,3472,6.43,8.8
Andhra Pradesh,Arhar/Tur,Rabi,2016,6554,3818,5.3,8.8
Andhra Pradesh,Arhar/Tur,Rabi,2017,4148,3394,4.4,7.04
Andhra Pradesh,Arhar/Tur,Rabi,2018,4095,1352,3.41,7.92
Andhra Pradesh,Arhar/Tur,Rabi,2019,5940,3747,4.73,9.68
Andhra Pradesh,Bajra,Kharif,1997,89400,63600,13.87,21.93
Andhra Pradesh,Bajra,Kharif,1998,120000,114500,16.8,21.93
Andhra Pradesh,Bajra,Kharif,1999,106564,90556,16.19,23.22
Andhra Pradesh,Bajra,Kharif,2000,129475,135964,18.03,23.22
Andhra Pradesh,Bajra,Kharif,2001,81851,63589,14.48,21.93
Andhra Pradesh,Bajra,Kharif,2002,79711,53526,12.01,21.93
Andhra Pradesh,Bajra,Kharif,2003,128512,141628,20.38,24.51
Andhra Pradesh,Bajra,Kharif,2004,83441,74571,15.48,23.22
Andhra Pradesh,Bajra,Kharif,2005,68884,72401,16.95,23.22
Andhra Pradesh,Bajra,Kharif,2006,48995,39988,11.8,20.64
Andhra Pradesh,Bajra,Kharif,2007,60000,81000,18.09,16.77
Andhra Pradesh,Bajra,Kharif,2008,49844,51316,18.15,20.64
Andhra Pradesh,Bajra,Kharif,2009,33411,43471,22.1,21.93
Andhra Pradesh,Bajra,Kharif,2010,51338,84908,22.13,23.22
Andhra Pradesh,Bajra,Kharif,2011,32415,47506,20.76,21.93
Andhra Pradesh,Bajra,Kharif,2012,60000,100000,16.32,14.19
Andhra Pradesh,Bajra,Kharif,2013,46930,77599,17.84,14.19
Andhra Pradesh,Bajra,Kharif,2014,24755,31913,17.17,14.19
Andhra Pradesh,Bajra,Kharif,2015,33319,58890,20.99,14.19
Andhra Pradesh,Bajra,Kharif,2016,38762,67598,19.19,14.19
Andhra Pradesh,Bajra,Kharif,2017,43367,82916,20.4,14.19
Andhra Pradesh,Bajra,Kharif,2018,20932,21212,14.31,14.19
Andhra Pradesh,Bajra,Kharif,2019,20484,47045,22.05,14.19
Andhra Pradesh,Bajra,Rabi,1998,7300,4600,6.34,9.03
Andhra Pradesh,Bajra,Rabi,1999,10039,6886,9.47,14.19
Andhra Pradesh,Bajra,Rabi,2000,14229,12524,14.13,20.64
Andhra Pradesh,Bajra,Rabi,2001,9684,7442,11.13,18.06
Andhra Pradesh,Bajra,Rabi,2002,7265,3953,8.32,15.48
Andhra Pradesh,Bajra,Rabi,2003,9603,6475,14.14,20.64
Andhra Pradesh,Bajra,Rabi,2004,10128,6712,7.27,14.19
Andhra Pradesh,Bajra,Rabi,2005,12107,9751,12.38,16.77
Andhra Pradesh,Bajra,Rabi,2006,12081,6986,9.06,14.19
Andhra Pradesh,Bajra,Rabi,2007,14000,11000,3.67,5.16
Andhra Pradesh,Bajra,Rabi,2008,9274,8873,14.25,15.48
Andhra Pradesh,Bajra,Rabi,2009,11938,9884,14.26,14.19
Andhra Pradesh,Bajra,Rabi,2010,15988,17254,16,14.19
Andhra Pradesh,Bajra,Rabi,2011,10748,11138,14.82,15.48
Andhra Pradesh,Bajra,Rabi,2012,7000,11000,7,6.45
Andhra Pradesh,Bajra,Rabi,2013,2297,4256,12.46,9.03
Andhra Pradesh,Bajra,Rabi,2014,3423,6586,11.37,9.03
Andhra Pradesh,Bajra,Rabi,2015,3421,6133,11.87,7.74
Andhra Pradesh,Bajra,Rabi,2016,3124,4355,12.79,9.03
Andhra Pradesh,Bajra,Rabi,2017,4990,10252,11,7.74
Andhra Pradesh,Bajra,Rabi,2018,1182,1586,8.12,7.74
Andhra Pradesh,Bajra,Rabi,2019,4592,11322,17.36,9.03
Andhra Pradesh,Banana,Whole Year,2000,49050,819660,387.88,630
Andhra Pradesh,Banana,Whole Year,2001,50485,761365,258.14,570
Andhra Pradesh,Banana,Whole Year,2002,39354,1027659,563.63,630
Andhra Pradesh,Banana,Whole Year,2003,38714,515379,297.97,570
Andhra Pradesh,Banana,Whole Year,2004,40906,980481,553.78,630
Andhra Pradesh,Banana,Whole Year,2005,45145,935517,478.17,570
Andhra Pradesh,Banana,Whole Year,2006,50286,1224106,550.16,630
Andhra Pradesh,Banana,Whole Year,2008,54100,1368488,471.89,540
Andhra Pradesh,Banana,Whole Year,2009,58229,1775347,618.87,600
Andhra Pradesh,Banana,Whole Year,2010,58876,1920403,599.69,570
Andhra Pradesh,Banana,Whole Year,2011,62103,2308295,674.91,570
Andhra Pradesh,Banana,Whole Year,2013,60626,1888161,411.16,390
Andhra Pradesh,Banana,Whole Year,2014,61607,1945126,409.42,390
Andhra Pradesh,Banana,Whole Year,2015,59428,2322913,514.73,390
Andhra Pradesh,Banana,Whole Year,2016,55743,2303705,538.56,390
Andhra Pradesh,Banana,Whole Year,2017,55130,5961326,1510.9,390
Andhra Pradesh,Banana,Whole Year,2018,59098,6223680,1643.04,390
Andhra Pradesh,Banana,Whole Year,2019,97695,5861700,780,390
Andhra Pradesh,Black pepper,Kharif,2013,4,3,0.75,1.04
Andhra Pradesh,Black pepper,Whole Year,2019,17645,17645,3,3.12
Andhra Pradesh,Cashewnut,Kharif,2012,121782,33048,3.06,77
Andhra Pradesh,Cashewnut,Kharif,2013,120012,37820,3.87,84
Andhra Pradesh,Cashewnut,Kharif,2014,113953,39834,4.15,84
Andhra Pradesh,Cashewnut,Kharif,2015,109823,40835,4.55,84
Andhra Pradesh,Cashewnut,Kharif,2016,111894,48288,5.35,84
Andhra Pradesh,Cashewnut,Kharif,2017,115229,89339,20.97,70
Andhra Pradesh,Cashewnut,Kharif,2018,112558,99169,14.49,70
Andhra Pradesh,Cashewnut,Kharif,2019,115785,115785,10,70
Andhra Pradesh,Cashewnut,Whole Year,2000,145312,31074,3.05,98
Andhra Pradesh,Cashewnut,Whole Year,2001,147370,38729,3.54,105
Andhra Pradesh,Cashewnut,Whole Year,2002,150644,19643,2.69,112
Andhra Pradesh,Cashewnut,Whole Year,2003,150077,39207,3.6,112
Andhra Pradesh,Cashewnut,Whole Year,2004,150352,33571,4.11,112
Andhra Pradesh,Cashewnut,Whole Year,2005,148372,40153,4.86,119
Andhra Pradesh,Cashewnut,Whole Year,2006,145092,37470,3.8,105
Andhra Pradesh,Cashewnut,Whole Year,2008,150135,45208,4.15,91
Andhra Pradesh,Cashewnut,Whole Year,2009,139274,42703,3.78,84
Andhra Pradesh,Cashewnut,Whole Year,2010,138101,33563,3.25,91
Andhra Pradesh,Cashewnut,Whole Year,2011,137898,38894,4.57,91
Andhra Pradesh,Castor seed,Kharif,1997,169600,42100,2.89,9.12
Andhra Pradesh,Castor seed,Kharif,1998,203600,45500,3.99,10.64
Andhra Pradesh,Castor seed,Kharif,1999,264061,58353,4.04,14.44
Andhra Pradesh,Castor seed,Kharif,2000,398561,136860,7.12,15.96
Andhra Pradesh,Castor seed,Kharif,2001,283585,82983,5.64,14.44
Andhra Pradesh,Castor seed,Kharif,2002,231902,86818,5.63,14.44
Andhra Pradesh,Castor seed,Kharif,2003,290914,131870,8.51,13.68
Andhra Pradesh,Castor seed,Kharif,2004,271600,105437,8.72,13.68
Andhra Pradesh,Castor seed,Kharif,2005,344587,140019,8.33,13.68
Andhra Pradesh,Castor seed,Kharif,2006,202199,86892,7.55,12.92
Andhra Pradesh,Castor seed,Kharif,2007,199000,129000,6.2,8.36
Andhra Pradesh,Castor seed,Kharif,2008,158723,81365,10.56,13.68
Andhra Pradesh,Castor seed,Kharif,2009,147582,63733,9.05,12.92
Andhra Pradesh,Castor seed,Kharif,2010,187721,121143,8.43,12.16
Andhra Pradesh,Castor seed,Kharif,2011,253280,52509,7.25,13.68
Andhra Pradesh,Castor seed,Kharif,2012,208000,105000,7.64,7.6
Andhra Pradesh,Castor seed,Kharif,2013,47592,24827,6.64,6.84
Andhra Pradesh,Castor seed,Kharif,2014,46122,26668,6.48,6.84
Andhra Pradesh,Castor seed,Kharif,2015,48940,27592,6.49,6.08
Andhra Pradesh,Castor seed,Kharif,2016,32292,15195,4.6,6.84
Andhra Pradesh,Castor seed,Kharif,2017,30904,20126,6.74,6.08
Andhra Pradesh,Castor seed,Kharif,2018,34681,14535,2.62,4.56
Andhra Pradesh,Castor seed,Kharif,2019,36827,25270,6.1,6.08
Andhra Pradesh,Castor seed,Rabi,2013,1291,956,5.18,5.32
Andhra Pradesh,Castor seed,Rabi,2014,1695,838,3.59,3.8
Andhra Pradesh,Castor seed,Rabi,2015,1785,1226,4.18,3.8
Andhra Pradesh,Castor seed,Rabi,2016,527,274,2.6,3.8
Andhra Pradesh,Castor seed,Rabi,2017,906,723,4.28,3.8
Andhra Pradesh,Castor seed,Rabi,2018,1839,637,2.46,4.56
Andhra Pradesh,Castor seed,Rabi,2019,1056,637,3.42,3.8
Andhra Pradesh,Coconut,Whole Year,2000,102646,1630906.237,258.12,169921.56
Andhra Pradesh,Coconut,Whole Year,2001,104244,1679059.478,243.32,160978.32
Andhra Pradesh,Coconut,Whole Year,2002,105291,1729292.142,247.23,160978.32
Andhra Pradesh,Coconut,Whole Year,2003,103965,1783700.538,241.67,152035.08
Andhra Pradesh,Coconut,Whole Year,2004,103869,1790016.958,281.31,160978.32
Andhra Pradesh,Coconut,Whole Year,2005,104438,1331331.236,207.36,160978.32
Andhra Pradesh,Coconut,Whole Year,2006,105043,1979698.604,314.62,160978.32
Andhra Pradesh,Coconut,Whole Year,2008,106616,1447845.697,231.7,152035.08
Andhra Pradesh,Coconut,Whole Year,2009,104541,1715418.248,253.83,152035.08
Andhra Pradesh,Coconut,Whole Year,2010,103945,1821295.522,298.66,160978.32
Andhra Pradesh,Coconut,Whole Year,2011,103967,2135602.551,338.65,160978.32
Andhra Pradesh,Coconut,Whole Year,2012,99825,2493520.896,287.05,116262.12
Andhra Pradesh,Coconut,Whole Year,2013,99066,2402995.523,266.06,116262.12
Andhra Pradesh,Coconut,Whole Year,2014,99097,2161044.776,231.77,107318.88
Andhra Pradesh,Coconut,Whole Year,2015,103948,2130962.687,225.98,107318.88
Andhra Pradesh,Coconut,Whole Year,2016,102548,2112388.06,249.56,107318.88
Andhra Pradesh,Coconut,Whole Year,2017,103954,2086268.657,247.32,107318.88
Andhra Pradesh,Coconut,Whole Year,2018,104520,2344925.373,303.39,107318.88
Andhra Pradesh,Coconut,Whole Year,2019,104027,2854065.672,328.59,116262.12
Andhra Pradesh,Coriander,Kharif,2012,1109,717,1.15,1.38
Andhra Pradesh,Coriander,Kharif,2013,517,333,1.24,1.38
Andhra Pradesh,Coriander,Kharif,2014,164,85,1.02,1.38
Andhra Pradesh,Coriander,Kharif,2015,36,13,1.19,2.07
Andhra Pradesh,Coriander,Kharif,2016,8,1,0.12,0.69
Andhra Pradesh,Coriander,Rabi,2012,7528,4534,4.34,4.14
Andhra Pradesh,Coriander,Rabi,2013,7934,4685,3.34,3.45
Andhra Pradesh,Coriander,Rabi,2014,40014,20699,3.11,4.14
Andhra Pradesh,Coriander,Rabi,2015,25302,10385,3.54,5.52
Andhra Pradesh,Coriander,Rabi,2016,4295,2368,4.83,6.21
Andhra Pradesh,Coriander,Rabi,2017,2584,1637,5.11,5.52
Andhra Pradesh,Coriander,Rabi,2018,1569,360,2.32,4.83
Andhra Pradesh,Coriander,Rabi,2019,1119,553,4.03,5.52
Andhra Pradesh,Coriander,Whole Year,2000,58441,19993,6.32,11.04
Andhra Pradesh,Coriander,Whole Year,2001,57913,22711,9.03,11.73
Andhra Pradesh,Coriander,Whole Year,2002,45073,13721,7.05,11.73
Andhra Pradesh,Coriander,Whole Year,2003,48644,15999,6.89,11.73
Andhra Pradesh,Coriander,Whole Year,2004,23981,9314,8.76,11.73
Andhra Pradesh,Coriander,Whole Year,2005,28114,12725,9.06,12.42
Andhra Pradesh,Coriander,Whole Year,2006,25375,10061,7.92,11.04
Andhra Pradesh,Coriander,Whole Year,2008,33439,15616,9.37,11.04
Andhra Pradesh,Coriander,Whole Year,2009,37468,20605,11.12,11.04
Andhra Pradesh,Coriander,Whole Year,2010,20313,13749,9.4,9.66
Andhra Pradesh,Coriander,Whole Year,2011,12821,7427,7.23,8.28
Andhra Pradesh,Cotton(lint),Kharif,1997,906300,264080,6.9,45.36
Andhra Pradesh,Cotton(lint),Kharif,1998,1280900,304420,4.56,45.36
Andhra Pradesh,Cotton(lint),Kharif,1999,1045704,315881.6,6.4,47.52
Andhra Pradesh,Cotton(lint),Kharif,2000,1021721,332536.6,7.42,47.52
Andhra Pradesh,Cotton(lint),Kharif,2001,1107852,375339.6,7.99,47.52
Andhra Pradesh,Cotton(lint),Kharif,2002,803274,217147.8,6.12,45.36
Andhra Pradesh,Cotton(lint),Kharif,2003,836892,378078.8,9,45.36
Andhra Pradesh,Cotton(lint),Kharif,2004,1178419,438109.8,8,45.36
Andhra Pradesh,Cotton(lint),Kharif,2005,1032629,421596.8,7.6,47.52
Andhra Pradesh,Cotton(lint),Kharif,2006,971806,436388.8,8.75,45.36
Andhra Pradesh,Cotton(lint),Kharif,2007,1134000,697800,10.67,43.2
Andhra Pradesh,Cotton(lint),Kharif,2008,1398900,713650.2,10.8,47.52
Andhra Pradesh,Cotton(lint),Kharif,2009,1467025,646405,9.69,47.52
Andhra Pradesh,Cotton(lint),Kharif,2010,1784237,778055.4,8.72,47.52
Andhra Pradesh,Cotton(lint),Kharif,2011,2062999,636381.4,6.81,47.52
Andhra Pradesh,Cotton(lint),Kharif,2012,2402000,1120000,10.75,47.52
Andhra Pradesh,Cotton(lint),Kharif,2013,671459,435136.6,6.84,28.08
Andhra Pradesh,Cotton(lint),Kharif,2014,814855,547074,7.87,28.08
Andhra Pradesh,Cotton(lint),Kharif,2015,662671,362124.2,6.55,28.08
Andhra Pradesh,Cotton(lint),Kharif,2016,463437,308905.2,6.85,28.08
Andhra Pradesh,Cotton(lint),Kharif,2017,643942,416750.8,6.91,28.08
Andhra Pradesh,Cotton(lint),Kharif,2018,616870,296588.2,6.2,28.08
Andhra Pradesh,Cotton(lint),Kharif,2019,653953,84897.2,1.41,28.08
Andhra Pradesh,Cotton(lint),Rabi,2013,5155,2456.2,3.04,12.96
Andhra Pradesh,Cotton(lint),Rabi,2014,6222,3182.8,4.07,15.12
Andhra Pradesh,Cotton(lint),Rabi,2015,3394,1332.4,3.12,15.12
Andhra Pradesh,Cotton(lint),Rabi,2016,8092,3909.4,3.08,15.12
Andhra Pradesh,Cotton(lint),Rabi,2017,2097,823.2,2.1,10.8
Andhra Pradesh,Cotton(lint),Rabi,2018,3404,1632.4,2.71,12.96
Andhra Pradesh,Cotton(lint),Rabi,2019,3474,2213.2,3.97,12.96
Andhra Pradesh,Cowpea(Lobia),Kharif,2011,4716,1119,3.15,9.49
Andhra Pradesh,Cowpea(Lobia),Kharif,2012,2000,2000,2,1.46
Andhra Pradesh,Cowpea(Lobia),Kharif,2013,3720,1617,3.65,5.84
Andhra Pradesh,Cowpea(Lobia),Kharif,2014,4459,1865,3.3,5.84
Andhra Pradesh,Cowpea(Lobia),Kharif,2015,11043,9696,6.17,5.84
Andhra Pradesh,Cowpea(Lobia),Kharif,2016,3780,1966,3.44,5.11
Andhra Pradesh,Cowpea(Lobia),Kharif,2017,4302,3081,4.84,5.11
Andhra Pradesh,Cowpea(Lobia),Kharif,2018,13385,1381,1.57,6.57
Andhra Pradesh,Cowpea(Lobia),Kharif,2019,5816,2612,4.53,6.57
Andhra Pradesh,Cowpea(Lobia),Rabi,2011,15567,12408,13.63,12.41
Andhra Pradesh,Cowpea(Lobia),Rabi,2012,16000,17000,8.34,5.11
Andhra Pradesh,Cowpea(Lobia),Rabi,2013,8403,7244,7.09,6.57
Andhra Pradesh,Cowpea(Lobia),Rabi,2014,9576,10735,7.87,6.57
Andhra Pradesh,Cowpea(Lobia),Rabi,2015,8003,6569,5.13,7.3
Andhra Pradesh,Cowpea(Lobia),Rabi,2016,5039,3379,4.68,5.84
Andhra Pradesh,Cowpea(Lobia),Rabi,2017,9470,7053,4.02,5.11
Andhra Pradesh,Cowpea(Lobia),Rabi,2018,13621,6960,4.77,6.57
Andhra Pradesh,Cowpea(Lobia),Rabi,2019,6792,3532,6.94,8.03
Andhra Pradesh,Dry chillies,Kharif,1997,118100,236200,38.78,31.6
Andhra Pradesh,Dry chillies,Kharif,1998,161400,395000,45.78,31.6
Andhra Pradesh,Dry chillies,Kharif,2000,183741,410643,47.23,34.76
Andhra Pradesh,Dry chillies,Kharif,2001,170661,463307,54.93,34.76
Andhra Pradesh,Dry chillies,Kharif,2002,176001,309369,36.71,34.76
Andhra Pradesh,Dry chillies,Kharif,2003,199545,661563,67.59,34.76
Andhra Pradesh,Dry chillies,Kharif,2004,186120,599570,64.05,34.76
Andhra Pradesh,Dry chillies,Kharif,2005,127631,417095,64.62,34.76
Andhra Pradesh,Dry chillies,Kharif,2006,164886,609739,72.55,34.76
Andhra Pradesh,Dry chillies,Kharif,2007,174000,636000,53.34,30.02
Andhra Pradesh,Dry chillies,Kharif,2008,160013,615466,73.18,34.76
Andhra Pradesh,Dry chillies,Kharif,2009,156475,639974,69.03,33.18
Andhra Pradesh,Dry chillies,Kharif,2010,152011,491178,58.98,31.6
Andhra Pradesh,Dry chillies,Kharif,2011,201013,631557,55.96,31.6
Andhra Pradesh,Dry chillies,Kharif,2012,160000,581000,42.08,25.28
Andhra Pradesh,Dry chillies,Kharif,2013,112924,521588,47.16,17.38
Andhra Pradesh,Dry chillies,Kharif,2014,109316,614517,53.21,15.8
Andhra Pradesh,Dry chillies,Kharif,2015,131693,516347,41.97,17.38
Andhra Pradesh,Dry chillies,Kharif,2016,169242,866649,53.12,17.38
Andhra Pradesh,Dry chillies,Kharif,2017,101799,536464,62.75,20.54
Andhra Pradesh,Dry chillies,Kharif,2018,143497,450822,35.9,18.96
Andhra Pradesh,Dry chillies,Kharif,2019,136183,725388,54.32,18.96
Andhra Pradesh,Dry chillies,Rabi,1997,54600,101900,38.96,34.76
Andhra Pradesh,Dry chillies,Rabi,1998,61200,130400,45.17,34.76
Andhra Pradesh,Dry chillies,Rabi,2000,54262,115528,44.51,34.76
Andhra Pradesh,Dry chillies,Rabi,2001,54167,128104,50.08,34.76
Andhra Pradesh,Dry chillies,Rabi,2002,47247,99444,45.56,34.76
Andhra Pradesh,Dry chillies,Rabi,2003,50772,135462,56.86,34.76
Andhra Pradesh,Dry chillies,Rabi,2004,50419,148939,69.27,34.76
Andhra Pradesh,Dry chillies,Rabi,2005,43815,120617,61.58,34.76
Andhra Pradesh,Dry chillies,Rabi,2006,49069,155979,69.99,34.76
Andhra Pradesh,Dry chillies,Rabi,2007,49000,133000,46.19,28.44
Andhra Pradesh,Dry chillies,Rabi,2008,43347,157971,64.5,31.6
Andhra Pradesh,Dry chillies,Rabi,2009,50066,191016,71.9,31.6
Andhra Pradesh,Dry chillies,Rabi,2010,43460,147120,63.43,31.6
Andhra Pradesh,Dry chillies,Rabi,2011,47251,172647,68.22,34.76
Andhra Pradesh,Dry chillies,Rabi,2012,44000,175000,50.85,22.12
Andhra Pradesh,Dry chillies,Rabi,2013,18392,80405,42.2,20.54
Andhra Pradesh,Dry chillies,Rabi,2014,25643,125104,48.3,20.54
Andhra Pradesh,Dry chillies,Rabi,2015,24362,102073,46.65,20.54
Andhra Pradesh,Dry chillies,Rabi,2016,40105,164689,48.75,20.54
Andhra Pradesh,Dry chillies,Rabi,2017,17463,81884,50,20.54
Andhra Pradesh,Dry chillies,Rabi,2018,14931,50585,44.22,20.54
Andhra Pradesh,Dry chillies,Rabi,2019,16899,79638,52.45,20.54
Andhra Pradesh,Dry chillies,Whole Year,1999,267789,496115,37.24,34.76
Andhra Pradesh,Garlic,Whole Year,2009,530,1565,7.67,12.12
Andhra Pradesh,Garlic,Whole Year,2010,464,978,9.84,20.2
Andhra Pradesh,Garlic,Whole Year,2011,429,930,10.68,20.2
Andhra Pradesh,Ginger,Kharif,2012,702,2587,26.21,27.36
Andhra Pradesh,Ginger,Kharif,2013,358,1369,16.05,20.52
Andhra Pradesh,Ginger,Kharif,2014,391,1118,12.25,27.36
Andhra Pradesh,Ginger,Kharif,2015,362,955,14.01,34.2
Andhra Pradesh,Ginger,Kharif,2016,285,752,11.43,34.2
Andhra Pradesh,Ginger,Kharif,2017,381,309,5.97,41.04
Andhra Pradesh,Ginger,Kharif,2018,296,536,15.67,34.2
Andhra Pradesh,Ginger,Kharif,2019,294,633,9.61,34.2
Andhra Pradesh,Ginger,Rabi,2012,1,8,8,6.84
Andhra Pradesh,Ginger,Rabi,2014,36,103,2.86,6.84
